episode_date,episode_title,youtube_url,source_file,timestamp_start,timestamp_end,raw_transcript_excerpt,possible_speaker,speaker_attribution_reason,ticker_or_asset_raw,company_or_asset_raw,mention_type_raw,possible_trade_relevance,notes
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,52:54,54:20,"I I still love it. I love it just as much as I loved it at $198. … I went all in more at like two some 205 and then more at 215. It's at what 260 now. … I'm all in. I'm all in. … What I do, guys, is I continue to roll up my options. … Uh I would say 5% right now today.",Chris,"Chris on AMZN current position / option rolling",AMZN,Amazon,explicit current position / option rollup,Yes,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,54:32,55:07,"Love it. Love it. Love it. … Near-term. I don't have any like super strong thoughts on it like this week or next week. Love it long term. … I went deeper into Robin Hood at 70. Uh I think I just picked up some more calls this morning. So like I just want to be heavier Robin Hood, but not for the week or for the month. … I'm in Robin Hood for the long term.",Chris,"Chris on HOOD - added at 70, long-term",HOOD,Robinhood,explicit current position / add,Yes,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,55:08,55:48,"yeah, I have AMD. It's part of my AI sector trade. I have a handful of companies like Micron, AMD. I don't I think I accidentally sold my Intel. It makes me sick because I like I was running out of money and I needed money because my margin was capping out on that Amazon trade. So, I was forced like what is what is the what is the dirtiest name in my portfolio? Intel. … I had to I had to pick something and I picked Intel to sell and of course Intel's flying. Uh I have AMD, listen, great. Like it's part of my sector, my AI super trade, but it's not the one I'm going heaviest in on. Uh, Micron. I I love I love all of the uh memory companies.",Chris,"Chris on AMD, INTC (sold accidentally), MU",AMD; INTC; MU,AMD / Intel / Micron,owns AMD/MU; previously owned INTC,Yes,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,55:57,56:04,"Did you guys have you did you see uh uh SanDisk keeps just going crazy?",Chris,"Chris commenting on SanDisk price action; not clearly stating ownership",SNDK,SanDisk,positive comment,Maybe,"Doesn't say he owns it - flagged as ambiguous"
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,56:04,57:02,"Uh Raku, the Japanese company we did a show on. Dude, it's almost doubled. It's crazy, dude. This is the imaging company in Japan that basically uh is a healthcare company, but they have imaging equipment that they're repurposing to to check the circuitry in AI chips before they head to the data center. … Unfortunately, I couldn't get leverage on that. uh because it's in a global account, you have to transfer into yen. There's no options. You can't do margin. … Gianu nailed it again.",Chris,"Chris on Raku (likely Rigaku Holdings 268A.T or similar JP imaging co)",Raku,Japanese imaging co (Rigaku?),explicit current position / winner,Yes,"Ticker uncertain - 'Raku' is phonetic. Possibly Rigaku Holdings (268A.T listed Oct 2024 in Tokyo). Chris owns via global account; no leverage available"
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,57:11,58:53,"see Bloom, it exploded off of that um, listen, off of that uh, expanded contract with Oracle. … Bloom Energy is in negotiations with every hyperscaler. … Bloom went down to what $75 a share on quote bad news that we knew was BS. That's why we doubled down on Bloom. … if you're invested in Bloom, you need to be ready for that type of volatility. But wow, has Bloom performed for us, man. That has just been one hell of a call this year.",Chris,"Chris on BE - doubled down at $75, big winner",BE,Bloom Energy,explicit current position / add on dip,Yes,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,59:15,1:00:35,"I am fully out of sphere. … here's the deal, guys. It was a social arbit trade and we entered sphere when there was a massive information imbalance in the company and we exited it when the rest of the world learned about what we already knew. … the company has gone up like 400%. And that's what being a social investor is all about. … I'm not buying sphere as a fundamental you know investor or as a technical investor. I only buy and sell things as a social orb investor.",Chris,"Chris fully out of Sphere",SPHR,Sphere Entertainment,previously owned / fully out,Yes,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,1:00:30,1:01:00,"bloom I still think bloom is really misunderstood by a big chunk of the market. I think bloom if they continue to execute … I think there's a lot more upside to bloom if the company executes because I do think they will be a primary beneficiary of the power trade for the AI super cycle. So, I don't want to sell sell my bloom yet.",Chris,"Chris on BE upside",BE,Bloom Energy,explicit current position / hold,Yes,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,1:01:00,1:03:18,"Transalta, uh, they got killed by a couple things. … I think I have exited part of my position because I needed to exit partially out of a lot of positions when my account got destroyed last month. But I feel that it is an inevitability uh that data centers will get into Canada and Alberta specifically. So, I'm holding the majority of my position in Trans Alta. … I'm hanging on to it. … as a as just a tracker for knowing uh where this is since we first talked about it, it is down 14%.",Chris,"Chris on TAC - reduced position but still majority holding",TAC,TransAlta Corp,explicit current position / partial exit / holding,Yes,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,1:03:22,1:03:37,"People were asking about healthcare stocks. Um I don't buy healthcare stocks when tech stocks are exploding. For me, healthcare is like a recession stock because people overspend on health care during recession. So, I bought a healthcare stock.",Chris (then transitions to Jordan),"Chris's stance on healthcare; the ironic 'so, I bought a healthcare stock' is actually a setup for Jordan",Healthcare sector,Healthcare,negative / avoid right now (sector view),Yes,"The sentence 'So, I bought a healthcare stock' belongs to Jordan, who then names VEEV (Veeva). Chris says the broader sector view"
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,1:05:08,1:05:36,"we believe that the entire sector is going to massively grow over the next couple decades because of the aging uh population. Right, Jordan? So, I'm not saying that I don't like healthcare stocks. I'm just not buying any right now when tech stocks are going insane.",Chris,"Chris's healthcare-as-aging-thesis comment - long-term bullish but not buying now",Healthcare sector,Healthcare,positive long-term / not buying now,Yes,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,1:06:43,1:07:42,"This peptide trend is no longer a trend. It's officially a super cycle just like AI. This is going to be one of the biggest movements I think of the decade. Uh it's unstoppable.",Chris,"Chris reaffirms peptide super-cycle thesis",Peptides theme,Peptides supercycle,thematic / future deep-dive tease,Yes,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,1:07:42,1:08:09,"the peptide trade is real. … We are in the earliest stages of uh the commercialization of peptides. I I look at this moment in a similar way to when I was talking about GLP1s back before anybody was talking about GLP ones. Remember Dave? When we were at the OMIC trade, people thought we were insane. I think like 35% of my portfolio back then was in Eli Liy.",Chris,"Chris's historical 35% portfolio in LLY for GLP-1; now exiting",LLY,Eli Lilly,previously owned / historical context,Yes,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,1:08:25,1:08:38,"Jordan, I see Novo Nordisk. No, Novo. Actually, I'll take it back. I was in Novo before really. Novo was first. I own some Novo right now. I'm kind of mostly out of that stuff.",Chris,"Chris on NVO - small remaining position, mostly out",NVO,Novo Nordisk,explicit current position (small) / mostly out,Yes,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,1:08:42,1:08:57,"Yeah. Again, because the market, not that it's bad, but the market now fully understands everything that I understood about the GLP1 movement back in the day and how large it was going to get. Um, I think peptides, guys, are potentially that big. This is such a massive storyline.",Chris,"Chris's view that peptides could be as big as GLP-1s",Peptides theme,Peptides supercycle,thematic conviction,Yes,
